"name_key","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
4981,47,22,5,33,29,26,20,28,31,14
4982,24,30,46,38,40,37,48,10,19,18
4983,18,12,45,23,15,5,4,17,33,10
4984,20,15,45,13,23,35,44,21,14,22
4985,2,15,39,13,27,19,29,8,16,36
4986,25,39,13,24,26,19,28,9,38,49
4987,41,46,12,34,29,44,39,37,50,10
4988,18,2,33,21,38,44,10,19,3,35
4989,40,10,27,7,45,6,17,48,50,44
4990,14,22,32,2,20,44,42,10,18,23
4991,44,13,22,23,25,15,40,32,29,16
4992,3,42,37,43,20,6,13,38,39,10
4993,6,42,39,37,32,40,20,46,4,19
4994,46,37,20,41,13,31,19,38,34,25
4995,15,38,7,48,23,39,40,13,35,17
4996,38,48,27,44,7,1,22,3,12,31
4997,39,21,50,29,34,10,44,19,27,9
4998,46,23,3,27,15,41,18,25,21,7
4999,24,10,23,18,5,20,14,26,33,27
5000,30,20,16,23,10,44,48,29,26,9
5001,22,34,27,29,41,37,44,8,17,35
5002,40,46,6,28,21,36,15,26,33,42
5003,25,7,45,18,1,24,49,48,42,37
5004,17,22,47,45,49,14,11,37,4,2
5005,21,14,22,13,36,6,7,32,19,9
5006,48,11,29,50,8,41,46,25,3,1
5007,41,11,31,50,20,36,15,19,39,17
5008,27,48,14,6,26,13,38,1,33,7
5009,34,17,15,14,28,3,33,12,25,29
5010,34,7,40,25,43,17,36,39,49,20
5011,23,44,34,5,17,26,15,35,3,20
5012,27,12,38,18,6,25,30,3,1,50
5013,26,47,39,45,25,48,4,9,5,16
5014,12,49,24,43,13,46,10,47,38,22
5015,5,22,19,16,30,3,1,34,8,48
5016,50,23,39,49,17,20,14,43,6,2
5017,9,47,24,44,50,29,32,49,39,40
5018,20,23,21,16,40,17,1,45,49,38
5019,12,2,16,8,11,33,32,45,20,22
5020,22,38,14,42,35,15,47,31,30,32
5021,24,2,45,9,35,23,12,38,10,13
5022,6,32,23,39,1,30,8,45,18,38
5023,21,33,37,30,45,3,32,2,48,22
5024,38,36,20,18,39,5,43,4,42,48
5025,20,48,23,6,22,1,18,29,41,32
5026,41,27,13,26,7,40,15,24,23,11
5027,6,26,9,19,48,50,47,41,45,8
5028,6,5,47,7,24,35,50,37,44,34
5029,32,18,16,19,39,15,49,14,47,22
5030,45,18,29,13,21,49,11,9,35,32
5031,49,23,39,7,50,30,12,14,11,29
5032,7,37,24,21,9,30,2,4,31,42
5033,1,19,17,42,13,49,33,47,26,28
5034,39,31,2,19,45,36,43,42,18,20
5035,29,35,33,28,11,32,1,50,36,8
5036,10,40,2,15,33,41,45,43,4,6
5037,40,3,7,1,30,39,33,13,44,23
5038,12,31,49,27,19,10,45,28,48,29
5039,16,27,34,12,46,10,9,15,3,36
5040,27,9,24,25,16,49,10,50,28,45
5041,25,47,14,39,26,1,50,8,43,2
5042,33,15,25,2,19,21,35,28,7,34
5043,15,18,44,6,21,35,4,9,45,12
5044,15,7,49,21,8,2,41,19,39,47
5045,26,13,47,7,34,28,22,5,3,29
5046,14,46,43,5,32,15,23,22,17,16
5047,11,1,17,35,23,7,14,30,9,19
5048,8,22,30,33,20,50,37,27,29,9
5049,4,36,37,42,50,33,21,19,47,24
5050,45,3,8,19,25,23,40,50,7,16
5051,18,22,31,3,33,15,42,39,32,25
5052,33,23,2,43,50,32,19,8,34,5
5053,2,35,50,33,10,37,17,36,46,7
5054,39,26,8,18,17,38,6,20,48,36
5055,19,16,35,36,5,47,50,13,34,20
5056,23,42,35,30,3,41,4,32,28,12
5057,37,25,26,23,16,8,48,18,10,42
5058,39,19,12,46,37,24,34,48,1,45
5059,5,36,20,47,24,38,46,9,13,32
5060,10,38,42,50,31,37,24,11,13,18
5061,19,26,31,30,17,34,21,4,36,2
5062,18,1,21,5,2,17,48,33,38,14
5063,8,42,45,15,40,29,22,11,38,9
5064,8,5,43,27,3,38,17,6,2,22
5065,19,3,36,4,45,34,5,40,49,33
5066,46,14,22,38,21,3,27,35,11,45
5067,21,45,3,5,47,41,16,28,10,49
5068,3,33,28,19,46,42,22,17,31,45
5069,4,35,16,22,40,27,25,48,7,31
5070,30,43,42,46,37,5,13,20,7,16
5071,34,19,15,27,38,41,47,13,26,33
5072,23,11,47,39,29,20,41,8,16,14
5073,30,36,25,28,6,46,41,49,34,29
5074,38,40,46,3,12,14,41,33,42,20
5075,34,27,45,23,17,40,42,43,18,41
5076,12,37,1,31,7,8,49,50,43,27
5077,27,33,50,1,41,14,36,16,49,22
5078,7,23,9,29,39,2,12,33,19,24
5079,42,11,9,21,48,50,2,3,40,14
5080,8,47,27,34,42,44,11,39,20,14
5081,39,20,21,2,23,14,3,49,4,46
5082,38,26,46,37,32,7,20,11,39,13
5083,5,30,29,28,24,32,16,15,33,37
5084,25,45,31,29,10,9,17,21,38,48
5085,4,19,27,42,39,48,43,37,8,50
5086,42,1,43,26,12,46,37,23,15,4
5087,38,37,13,39,5,29,27,42,10,21
5088,40,36,23,1,8,16,4,46,49,18
5089,10,1,32,26,17,13,50,3,46,9
5090,2,27,39,19,45,29,4,20,21,13
5091,48,34,13,29,46,31,37,21,32,43
5092,38,35,26,22,39,15,4,16,21,6
5093,11,7,5,45,19,40,27,12,41,8
5094,12,46,3,39,30,37,31,47,26,6
5095,44,20,25,16,40,23,31,5,15,22
5096,38,35,39,30,10,42,4,15,36,26
5097,13,29,28,18,41,30,15,22,39,47
5098,14,23,49,13,43,11,46,19,10,6
5099,14,29,9,1,5,38,49,24,39,19
5100,9,32,2,25,46,39,7,29,35,37
5101,50,14,33,6,49,25,43,44,15,1
5102,39,4,45,38,36,34,16,17,49,18
5103,43,1,33,32,49,17,29,22,9,2
5104,31,9,13,2,4,22,38,16,28,41
5105,29,3,38,31,35,19,14,17,27,28
5106,24,46,21,10,49,16,3,8,25,47
5107,23,30,10,40,49,50,4,18,28,9
5108,22,44,46,29,48,9,14,13,33,34
5109,48,15,43,30,6,26,16,44,27,32
5110,13,34,16,1,42,39,31,37,8,33
5111,40,46,4,13,14,41,43,21,39,49
5112,1,35,37,28,17,3,39,30,10,16
5113,10,29,22,47,35,8,15,16,17,20
5114,32,36,47,15,18,10,25,12,40,38
5115,11,32,46,41,6,47,39,26,28,9
5116,22,32,21,41,50,49,6,26,4,48
5117,38,39,45,18,27,42,7,1,49,34
5118,45,8,2,13,19,50,30,23,6,12
5119,40,2,13,39,37,1,6,9,25,50
5120,26,35,21,1,9,43,16,3,41,32
5121,20,29,23,47,21,10,19,7,2,37
5122,7,35,29,17,28,38,14,26,5,6
5123,12,41,3,25,24,37,15,27,4,42
5124,42,9,6,3,11,28,27,15,19,33
5125,11,34,7,17,25,36,26,4,35,19
5126,30,13,8,39,49,21,40,27,22,5
5127,22,18,25,16,46,30,36,48,49,35
5128,9,36,3,47,49,16,1,15,38,39
5129,37,30,42,9,34,11,35,41,45,46
5130,5,22,9,1,46,28,32,24,29,8
5131,1,33,42,14,17,19,45,4,48,9
5132,37,45,4,12,11,9,2,21,10,14
5133,4,37,48,18,12,21,22,45,17,38
5134,1,4,16,28,44,2,11,33,25,39
5135,36,14,2,5,32,41,28,37,16,11
5136,12,49,4,45,37,43,41,23,36,14
5137,24,22,38,21,2,45,23,29,4,31
5138,3,12,47,29,35,5,1,46,45,9
5139,27,15,22,3,9,11,34,1,40,28
5140,7,16,13,40,37,36,4,45,34,42
5141,18,22,29,20,19,26,41,15,44,43
5142,2,47,48,50,39,9,49,34,10,28
5143,14,35,39,20,24,26,43,15,49,2
5144,44,17,35,3,21,18,28,6,12,13
5145,4,42,24,31,13,46,32,28,18,45
5146,50,41,14,42,46,22,31,19,25,1
5147,44,41,5,23,25,45,12,19,31,7
5148,24,15,22,26,33,38,30,9,35,21
5149,37,3,31,29,24,11,46,10,28,15
5150,14,38,11,41,36,24,31,40,12,28
5151,31,16,26,23,35,10,5,38,7,1
5152,41,46,19,40,39,9,22,3,18,10
5153,11,50,31,14,3,25,29,49,16,18
5154,36,14,40,15,26,25,43,7,11,22
5155,33,27,6,41,8,23,26,24,25,45
5156,24,35,43,50,21,5,9,26,15,40
5157,8,32,16,5,47,22,15,50,45,7
5158,45,7,48,17,4,42,49,43,50,18
5159,37,8,6,50,12,22,25,9,16,45
5160,23,46,49,17,32,31,38,47,11,4
5161,35,7,41,19,13,33,50,24,43,3
5162,50,5,21,28,37,9,22,44,23,43
5163,7,10,43,13,4,45,8,23,27,15
5164,14,30,2,15,42,19,35,23,47,26
5165,41,33,39,5,49,31,34,26,47,1
5166,20,11,50,12,30,13,15,33,19,35
5167,13,7,36,3,14,46,17,21,48,29
5168,33,43,20,18,16,45,48,8,37,5
5169,12,10,32,6,18,2,48,38,27,45
5170,29,24,19,4,17,37,11,16,38,27
5171,8,2,39,17,28,43,49,15,45,42
5172,33,34,49,27,17,42,43,16,14,30
5173,33,6,31,35,7,10,46,47,17,9
5174,38,23,11,9,50,20,4,33,30,27
5175,26,9,17,23,35,40,16,6,14,44
5176,12,29,49,36,7,48,47,2,13,34
5177,34,48,30,6,16,46,18,49,24,15
5178,11,14,5,36,9,6,8,3,49,22
5179,7,23,25,15,18,26,30,6,13,19
5180,45,2,38,48,11,29,10,16,25,39
5181,15,14,23,35,37,40,43,50,34,36
5182,12,49,50,25,4,18,22,24,34,1
5183,37,9,20,32,40,48,24,49,14,7
5184,22,28,41,37,6,40,49,16,14,39
5185,6,13,25,19,14,34,17,8,41,26
5186,31,3,22,14,17,47,45,23,41,10
5187,15,48,3,30,49,10,6,27,39,9
5188,15,46,9,29,5,42,11,1,24,41
5189,46,40,26,15,10,19,21,37,30,5
5190,39,8,49,48,37,15,24,1,3,25
5191,36,39,41,23,43,8,21,12,27,20
5192,8,30,39,22,19,44,6,4,21,23
5193,11,6,32,35,2,26,12,38,34,28
5194,8,38,9,33,15,41,42,12,39,16
5195,34,19,42,27,35,12,31,1,46,20
5196,36,46,17,23,14,33,30,38,31,15
5197,33,5,39,49,31,50,19,48,40,23
5198,31,32,4,37,14,19,43,49,30,45
5199,50,21,46,49,7,11,33,29,41,48
5200,50,18,23,27,35,41,12,4,7,31
5201,1,32,49,15,28,13,25,20,6,2
5202,17,46,13,20,9,14,33,36,12,45
5203,47,7,10,46,3,23,36,15,48,49
5204,15,8,28,18,26,27,29,47,4,42
5205,18,26,8,25,27,13,12,36,37,7
5206,19,21,25,26,9,44,34,7,16,29
5207,7,14,3,43,23,27,8,10,45,46
5208,6,10,33,34,28,39,41,7,17,42
5209,5,2,41,48,18,50,3,7,30,9
5210,25,35,13,11,33,28,2,29,43,5
5211,27,41,20,9,21,28,45,26,25,43
5212,13,33,25,28,49,27,3,39,9,30
5213,17,32,33,45,44,6,36,19,16,14
5214,12,25,35,46,1,30,38,50,44,37
5215,12,6,27,29,4,2,31,48,35,39
5216,40,21,36,19,26,17,4,47,10,23
5217,5,25,47,34,3,31,19,12,35,22
5218,19,21,13,36,42,4,37,25,46,35
5219,41,11,16,17,24,5,34,1,38,31
5220,34,9,28,1,15,22,10,45,44,17
5221,1,40,43,14,37,48,50,17,6,9
5222,10,17,32,14,18,46,19,9,12,21
5223,26,5,4,13,19,41,12,23,20,49
5224,2,40,16,10,7,3,26,28,21,6
5225,40,39,13,15,45,1,8,7,5,30
5226,26,22,11,31,19,20,9,46,50,13
5227,22,19,23,38,27,39,32,15,36,42
5228,2,37,30,35,9,25,28,32,21,13
5229,27,24,49,3,39,38,35,29,28,16
5230,30,22,48,1,5,23,15,4,32,19
5231,19,20,23,22,32,2,30,29,45,42
5232,12,7,34,45,37,21,41,42,19,25
5233,31,18,19,50,34,1,30,44,22,40
5234,47,5,26,38,28,30,50,46,31,39
5235,41,5,40,23,10,33,11,1,47,42
5236,17,29,9,28,47,26,20,25,34,35
5237,12,23,44,24,6,25,14,32,20,3
5238,34,49,24,6,46,27,41,47,9,19
5239,38,17,34,35,20,3,25,33,32,22
5240,40,16,4,20,31,32,9,10,19,17
5241,10,21,41,43,1,47,4,42,36,11
5242,7,19,32,25,29,20,46,3,43,15
5243,35,2,7,18,34,4,33,12,30,17
5244,27,22,40,29,7,20,49,17,41,39
5245,15,5,38,32,33,9,27,20,49,24
5246,27,48,38,40,7,11,46,32,2,5
5247,23,46,22,28,4,50,32,43,33,19
5248,46,41,21,10,19,11,23,36,29,5
5249,37,21,17,24,5,34,36,50,44,26
5250,20,8,48,46,4,33,5,9,49,28
5251,49,35,10,30,19,15,38,7,29,31
5252,7,9,32,33,2,25,34,5,14,23
5253,35,17,20,10,27,28,48,41,15,33
5254,27,47,38,23,39,22,19,31,13,15
5255,48,16,23,6,17,27,10,45,21,9
5256,48,5,34,25,9,39,8,50,24,42
5257,23,27,22,31,2,44,50,32,37,46
5258,45,36,29,28,4,22,9,6,19,15
5259,44,40,23,12,9,22,25,27,4,17
5260,48,16,27,6,11,4,9,15,32,20
5261,50,10,11,3,44,13,27,1,5,30
5262,37,46,22,19,21,50,41,32,25,39
5263,12,31,33,15,22,20,6,38,28,25
5264,5,25,23,21,39,8,24,35,16,40
5265,47,13,6,18,36,46,37,22,45,35
5266,11,14,17,1,34,2,19,8,32,25
5267,9,38,49,1,12,45,18,7,36,24
5268,11,15,16,26,42,32,35,38,28,33
5269,13,48,5,41,40,21,44,45,42,3
5270,27,23,3,16,33,28,6,46,5,1
5271,23,28,36,32,9,33,49,45,5,11
5272,27,42,47,25,6,50,13,17,20,19
5273,45,49,39,15,35,43,42,33,38,20
5274,10,18,13,6,25,37,46,41,16,14
5275,16,33,40,5,39,6,1,19,12,30
5276,26,24,46,30,18,42,20,41,37,10
5277,47,45,14,20,9,13,17,42,10,19
5278,50,12,8,13,45,26,34,37,18,30
5279,15,14,13,25,16,23,32,39,41,36
5280,39,36,40,19,8,1,47,22,4,29
5281,30,21,43,37,15,27,4,16,22,47
5282,31,49,3,26,14,47,39,46,6,2
5283,15,49,35,1,36,12,39,5,28,11
5284,47,27,13,17,9,3,5,31,29,12
5285,3,19,33,42,21,15,18,23,20,44
5286,44,10,49,1,12,8,30,40,32,33
5287,12,42,48,22,15,28,41,38,1,50
5288,13,14,46,30,12,6,10,47,7,32
5289,26,4,21,43,13,30,47,6,5,3
5290,35,2,21,37,14,43,47,16,26,39
5291,22,38,12,33,17,25,49,28,41,34
5292,48,18,21,1,26,2,27,15,22,6
5293,37,4,24,19,29,10,28,17,33,2
5294,11,29,44,43,41,15,31,23,25,19
5295,1,3,17,27,29,14,6,18,36,45
5296,2,41,39,25,50,40,1,35,19,43
5297,46,38,37,27,43,15,50,31,5,16
5298,35,43,22,26,48,20,30,1,41,13
5299,21,29,1,13,41,4,27,47,28,34
5300,33,44,2,9,38,30,46,17,25,42
5301,20,4,40,44,18,9,23,43,5,11
5302,1,19,21,31,11,13,24,43,49,26
5303,22,2,9,44,27,15,32,19,17,31
5304,41,43,35,22,26,29,33,2,3,20
5305,19,21,32,38,25,44,14,46,40,1
5306,45,3,7,19,20,1,17,12,46,4
5307,31,30,20,2,39,16,13,24,28,10
5308,9,20,50,47,32,8,30,41,39,7
5309,34,10,35,49,45,40,7,9,28,31
5310,5,40,45,48,46,4,1,13,42,41
5311,43,48,8,34,12,9,5,32,47,3
5312,44,47,4,36,5,32,13,49,2,12
5313,18,20,34,25,14,21,23,46,37,28
5314,41,35,12,45,2,46,32,40,42,11
5315,11,12,43,8,50,18,44,41,46,30
5316,34,32,18,20,3,19,2,11,41,8
5317,46,4,25,40,47,16,9,3,29,18
5318,23,9,31,20,38,7,16,27,28,45
5319,46,31,4,29,25,13,26,49,44,5
5320,1,23,32,17,45,4,43,41,35,30
5321,49,48,18,14,40,8,5,42,35,15
5322,15,40,26,11,19,47,10,36,18,48
5323,33,41,50,40,2,38,20,12,16,17
5324,2,16,7,31,28,6,43,49,23,25
5325,48,3,49,28,19,47,37,12,50,43
5326,21,46,14,2,18,12,47,44,32,43
5327,40,32,4,12,29,42,26,8,10,44
5328,19,30,4,15,34,24,16,31,23,20
5329,33,12,39,13,36,5,10,8,37,3
5330,20,46,25,33,40,5,27,9,50,42
5331,13,12,20,38,42,4,27,21,44,8
5332,19,10,23,11,2,14,32,36,15,41
5333,44,45,22,47,35,6,9,48,43,28
5334,31,11,38,35,14,34,8,50,4,27
5335,42,49,17,23,48,43,30,6,40,45
5336,22,5,38,49,45,24,31,7,37,29
5337,35,3,15,28,20,40,42,13,41,11
5338,24,3,28,43,46,33,45,37,29,19
5339,39,7,11,27,37,12,4,48,15,46
5340,35,18,28,38,32,30,1,5,4,36
5341,29,25,6,37,44,17,50,13,40,24
5342,16,15,7,8,19,50,17,9,37,46
5343,38,45,3,19,18,2,11,5,50,32
5344,34,37,49,39,3,31,9,15,44,24
5345,19,25,5,34,1,13,40,46,23,35
5346,47,17,27,9,8,36,29,39,45,4
5347,27,9,4,41,46,29,26,8,7,22
5348,4,10,34,38,44,28,18,45,8,50
5349,18,27,10,38,17,34,43,39,37,32
5350,3,39,27,44,19,48,30,4,8,5
5351,46,6,15,28,45,19,41,34,26,3
5352,14,7,5,27,46,20,41,17,12,6
5353,12,10,42,44,11,13,25,17,5,47
5354,2,11,10,47,20,29,31,49,19,46
5355,2,15,14,18,22,23,11,7,27,47
5356,6,25,33,27,12,37,20,36,44,22
5357,6,46,27,11,49,22,19,20,30,21
5358,30,44,1,11,35,39,9,42,31,20
5359,9,26,7,46,38,16,34,25,50,31
5360,17,45,42,30,10,25,47,50,27,12
5361,49,16,4,8,3,25,26,34,39,15
5362,14,35,40,39,24,25,15,41,1,42
5363,10,16,26,30,37,21,32,46,11,28
5364,9,41,44,40,4,29,28,25,30,22
5365,15,19,37,36,8,27,46,32,30,16
5366,14,21,42,49,32,50,19,37,28,33
5367,39,18,6,43,35,7,3,38,32,15
5368,4,18,17,47,13,32,36,33,20,38
5369,50,3,43,47,9,14,6,8,35,21
5370,15,6,4,11,30,17,49,46,5,41
5371,35,49,6,14,7,30,23,1,26,19
5372,11,2,47,10,49,36,16,22,39,13
5373,10,43,4,2,39,11,5,36,8,28
5374,3,14,38,2,31,36,35,21,5,16
5375,46,17,20,12,48,4,28,32,3,43
5376,27,21,10,47,31,17,11,25,8,41
5377,11,25,28,40,30,18,3,42,14,13
5378,40,39,31,3,19,20,24,1,27,43
5379,15,36,41,4,31,44,23,34,18,29
5380,50,44,24,12,27,5,2,9,30,25
5381,40,34,31,2,7,20,39,19,21,26
5382,38,44,25,50,34,32,48,23,45,12
5383,34,42,28,30,10,45,38,49,48,50
5384,29,40,41,34,32,18,11,2,5,35
5385,5,6,45,20,31,38,43,42,23,49
5386,23,1,5,35,14,44,46,12,17,11
5387,40,16,14,31,2,7,11,35,9,8
5388,3,19,5,23,17,21,22,20,29,11
5389,27,29,2,3,5,34,24,39,30,45
5390,11,40,2,39,43,41,3,17,25,22
5391,17,42,16,25,45,40,2,39,47,6
5392,7,37,35,24,38,10,22,13,30,2
5393,43,28,49,45,7,22,5,23,15,4
5394,3,50,16,5,49,42,31,7,40,27
5395,17,14,5,43,32,6,50,26,34,37
5396,14,36,32,28,50,12,39,42,3,31
5397,2,38,50,35,11,47,9,46,29,14
5398,22,45,16,27,32,18,40,12,13,47
5399,5,4,14,20,15,19,11,47,7,3
5400,17,8,18,46,20,9,31,49,26,40
5401,21,40,4,11,14,16,41,29,2,12
5402,22,26,31,9,19,15,30,44,10,4
5403,43,20,39,21,9,37,46,36,48,13
5404,37,35,33,15,45,41,10,6,48,36
5405,30,40,15,18,16,1,22,6,47,46
5406,34,19,1,17,23,5,26,25,30,20
5407,10,40,2,21,33,36,27,4,42,43
5408,28,1,43,47,2,35,46,7,25,50
5409,20,36,38,1,19,18,50,21,3,14
5410,14,8,16,34,15,48,3,33,23,39
5411,39,30,29,46,26,17,7,12,6,35
5412,35,25,43,19,8,11,17,47,2,6
5413,43,42,8,25,45,18,37,6,4,16
5414,11,5,21,6,39,28,17,25,19,48
5415,17,35,45,41,4,40,34,18,44,32
5416,3,19,16,33,45,4,22,7,21,10
5417,47,8,11,9,17,13,42,24,50,39
5418,18,19,28,16,50,36,45,24,30,5
5419,15,9,3,11,27,45,41,6,28,42
5420,39,24,11,2,32,5,22,30,15,38
5421,15,2,13,30,23,42,21,16,49,19
5422,31,26,14,40,35,43,41,30,34,32
5423,44,45,34,48,33,4,39,23,6,13
5424,44,34,7,36,27,15,5,8,47,30
5425,49,38,6,25,28,17,18,35,19,40
5426,32,23,28,5,15,27,46,42,19,11
5427,6,15,20,4,36,45,7,9,27,25
5428,12,32,14,29,39,10,48,42,34,37
5429,39,5,18,21,2,32,11,7,25,23
5430,37,12,3,23,25,44,22,38,15,10
5431,32,24,22,3,30,7,15,28,43,37
5432,20,46,33,23,26,16,32,36,43,41
5433,29,12,14,25,22,23,45,43,35,49
5434,17,47,27,15,1,4,2,35,8,10
5435,40,38,20,46,26,1,16,44,5,2
5436,27,41,12,38,29,46,26,2,50,36
5437,35,8,14,2,46,13,25,11,21,36
5438,4,41,29,25,49,13,24,10,26,2
5439,5,31,40,33,43,25,2,26,8,23
5440,34,14,16,8,25,10,18,3,28,13
5441,3,47,20,33,16,6,15,19,37,34
5442,26,15,38,29,5,22,23,7,3,17
5443,41,2,50,3,42,11,31,29,22,32
5444,21,44,7,1,12,23,48,31,45,29
5445,17,6,12,4,45,35,34,42,25,46
5446,18,37,7,41,6,40,9,10,13,31
5447,46,40,5,15,1,42,8,6,24,23
5448,40,38,22,25,20,30,3,15,42,26
5449,18,50,31,6,40,16,41,44,15,46
5450,3,30,15,24,19,29,35,23,12,42
5451,44,40,25,19,48,4,18,20,35,8
5452,13,8,28,12,32,31,36,47,27,29
5453,35,21,39,42,18,27,48,14,15,4
5454,29,6,24,3,22,50,26,36,13,37
5455,43,37,45,6,34,16,18,42,5,44
5456,1,39,33,50,15,48,16,4,46,21
5457,35,46,27,23,7,28,29,18,40,4
5458,8,34,1,4,43,18,24,45,32,17
5459,12,45,34,43,4,32,27,7,22,18
5460,23,32,49,9,35,26,21,34,27,22
5461,27,45,17,48,39,44,13,15,31,30
5462,16,6,29,23,5,27,45,10,43,25
5463,27,25,22,35,18,7,13,20,28,47
5464,9,13,41,50,33,26,40,3,23,21
5465,8,44,19,28,23,41,40,35,5,11
5466,35,42,10,14,22,21,37,8,45,27
5467,28,45,1,40,8,2,41,47,48,20
5468,25,16,42,23,22,45,1,38,13,12
5469,35,34,24,28,16,25,22,21,39,30
5470,7,15,3,43,16,11,27,48,9,17
5471,12,45,16,2,50,26,34,44,15,46
5472,14,35,26,41,37,44,24,2,27,39
5473,33,46,20,24,36,48,35,7,32,43
5474,37,6,4,38,42,24,39,26,25,14
5475,42,22,21,40,48,20,3,17,24,1
5476,22,42,29,33,36,39,30,16,15,27
5477,20,42,29,2,22,4,31,16,9,44
5478,23,44,35,34,41,14,25,32,13,11
5479,24,44,30,42,41,36,8,15,1,39
5480,14,8,44,31,35,33,50,20,32,24
5481,6,25,37,38,26,4,46,45,47,28
5482,40,27,37,36,25,22,1,4,49,31
5483,37,28,10,30,23,11,31,12,5,9
5484,49,24,17,33,41,22,2,10,43,23
5485,50,1,11,3,16,19,43,28,12,49
5486,32,34,46,49,50,43,3,5,30,17
5487,16,26,50,17,20,6,36,43,40,21
5488,49,26,1,4,7,6,23,35,10,28
5489,12,40,23,43,28,41,39,24,27,46
5490,6,34,27,40,23,18,31,7,35,14
5491,35,1,43,34,9,8,41,21,46,36
5492,30,45,33,48,3,46,40,42,37,14
5493,34,19,26,38,44,21,14,11,39,49
5494,8,37,42,49,14,10,29,39,24,32
5495,22,30,46,12,31,19,41,10,39,24
5496,40,50,37,43,41,16,28,26,31,47
5497,41,28,24,15,6,42,4,5,29,35
5498,39,45,46,4,8,24,23,15,22,30
5499,26,23,41,50,29,42,10,7,30,33
5500,12,44,16,15,35,17,13,21,45,46
5501,32,11,12,49,8,48,41,21,36,44
5502,5,1,2,43,40,9,31,19,42,22
5503,45,15,41,44,47,42,3,6,31,2
5504,24,37,15,5,25,49,4,41,3,19
5505,15,6,27,10,34,19,26,7,43,37
5506,6,42,31,34,13,7,16,23,36,5
5507,27,1,16,33,39,28,40,6,21,32
5508,20,27,1,30,14,24,16,19,40,45
5509,22,4,26,9,5,27,28,6,41,12
5510,48,32,46,18,2,49,27,34,11,21
5511,11,10,36,32,12,37,39,33,29,49
5512,41,39,8,12,47,29,14,24,3,20
5513,39,48,27,5,49,21,18,19,15,8
5514,33,2,3,46,23,42,39,24,17,16
5515,42,11,20,3,49,1,27,5,24,16
5516,18,28,40,27,44,1,30,3,31,7
5517,1,4,16,35,19,25,50,39,11,15
5518,34,6,38,9,16,40,10,45,41,33
5519,50,46,14,17,39,18,2,12,47,30
5520,6,15,22,13,32,24,5,12,23,42
5521,17,5,32,20,4,8,1,29,24,22
5522,5,14,2,45,30,35,3,17,13,9
5523,35,2,50,46,38,32,33,43,19,37
5524,7,16,47,24,46,3,50,29,6,1
5525,43,44,5,45,7,10,48,42,18,33
5526,30,12,41,15,34,44,10,3,35,23
5527,47,10,44,11,33,49,34,31,22,20
5528,15,31,10,44,2,36,18,24,23,14
5529,5,34,23,9,27,31,29,38,14,42
5530,1,47,2,18,41,21,26,49,35,31
5531,16,24,21,40,27,9,13,36,42,3
5532,5,19,20,35,15,34,12,30,8,25
5533,20,35,43,1,39,9,50,31,34,15
5534,15,45,16,1,2,14,28,29,23,11
5535,40,30,2,8,32,9,31,39,25,14
5536,7,47,19,22,39,50,33,48,35,44
5537,8,40,48,27,13,23,6,36,44,7
5538,32,4,24,11,35,36,40,12,3,39
5539,16,18,14,23,19,3,30,8,20,31
5540,35,40,13,25,6,47,42,7,48,9
5541,49,2,23,45,36,3,27,11,50,13
5542,32,11,50,17,8,16,7,10,37,14
5543,29,16,19,37,42,32,13,20,44,43
5544,50,24,4,2,19,8,25,21,29,48
5545,22,17,8,6,21,14,28,1,7,29
5546,12,22,27,11,46,2,13,18,39,24
5547,48,39,1,49,5,6,29,35,44,41
5548,21,49,39,24,44,2,6,12,18,31
5549,21,9,5,41,43,26,11,28,23,45
5550,40,7,28,35,49,41,10,14,36,21
5551,4,22,48,29,27,26,49,21,37,11
5552,19,38,20,26,42,41,27,32,43,3
5553,8,24,13,25,11,16,39,5,38,20
5554,31,3,42,5,32,18,13,45,44,37
5555,44,4,42,14,47,12,30,7,25,2
5556,7,6,26,20,15,21,10,18,4,12
5557,27,2,49,44,1,9,12,11,4,14
5558,1,40,47,41,10,4,2,15,16,19
5559,38,21,40,48,22,35,46,50,5,43
5560,50,42,37,17,28,2,5,30,36,10
5561,31,37,22,47,21,17,40,26,32,41
5562,4,28,19,34,38,26,42,49,48,36
5563,45,9,12,21,8,39,49,37,13,46
5564,21,25,38,33,50,2,1,15,32,19
5565,29,36,2,43,12,34,45,24,39,50
5566,27,5,8,25,32,12,38,37,22,9
5567,18,16,27,32,22,49,13,9,50,28
5568,16,2,19,33,26,7,44,27,47,3
5569,35,25,37,27,19,50,48,11,15,5
5570,50,16,48,10,8,20,42,31,29,19
5571,46,41,27,26,17,5,43,39,33,44
5572,31,16,15,39,1,45,43,36,18,2
5573,18,32,49,2,9,10,29,28,47,34
5574,7,41,20,6,30,36,12,50,34,43
5575,9,29,8,50,48,26,27,5,20,33
5576,17,12,23,46,3,48,16,19,18,10
5577,23,33,35,36,9,29,49,26,13,5
5578,41,22,39,32,8,43,17,23,19,49
5579,49,1,23,35,38,48,11,5,31,19
5580,3,43,29,13,37,22,30,15,8,24
5581,15,28,1,12,10,11,47,34,3,30
5582,1,20,7,31,50,27,48,38,12,33
5583,40,6,39,4,29,48,11,38,1,13
5584,35,31,15,25,14,26,9,44,48,27
5585,29,43,8,48,3,46,13,47,1,4
5586,2,46,1,38,19,40,15,14,11,50
5587,34,35,26,11,38,16,9,23,45,10
